content,score,sentiment_clean
Ini kenapa di lokasi Bali gaada film yang lagi tayang ya. Udah beberapa kali reinstall tetep aja spt itu.,3,negative
error terusssssss,3,negative
"SISTEM SEDANG BERMASALAH? DI SAAT MAU BELI TIKET MALAH YG DAPET BEGINI? BENAHI SISTEM OPERASINYA! DARI DLU KOK MASALAHNYA SELALU ITU ITU SAJA, SAMPAI UNINSTALL INSTAL LAGI.. SAYA KIRA AKAN LEBIH BAIK KOK TERNYATA SAMA SAJA!",1,negative
"Bad App, can't even buy a ticket cause it says ""unexpected system error occurred, Please Try Again"" I've been waiting for 2 hours",1,negative
error mulu,1,negative
"Cuma bintang 4 karena biaya adminnya agak kmahalan, but over all sangat memuaskan",4,negative
Cek nais,5,negative
Nice application,5,positive
くコ:彡,4,negative
Please added gopay payment method and i will give you 5 stars,4,positive
Fitur poin nya aktifin lg dong,5,negative
Coba bisa bayar pake gopay. Lebih mudah,4,positive
Very useful,5,positive
"Really Helpfull , 5 Star For You Homie",5,positive
Gagal mulu buat mesen tiket,2,negative
Error,1,negative
Memudahkan beli tiket,5,positive
Mudah dan cepat selama ada saldonya hehehe,5,positive
Lemott,1,negative
saya tidak bisa membuat password,5,negative
"B4 pandemic i already have and statisfy with the apps,and i activate again now and its still good,hope they can bring back the event buy 1 get 1 free again,thank you",5,positive
Nice,5,positive
Usable,4,positive
Kenapa aplikasinya tidak bisa dibuka? Padahal sampe download di 2hp. Tapi ga masuk menu utama,1,negative
Sampah,1,negative
"You guys better fix your bugs, everytime upcoming pre-sale ticket your system always broke. And your admin fee increase too big now😌",1,negative
"masi butuh desk? cih, udah keren juga",5,positive
Ok bagus,5,positive
Jooossss,5,negative
"Payah. Teater belum beroperasi bisa dibeli tiketnya di TIX ID. Pas saya minta refund, mereka berkelit. Bukan sial nilai uangnya tapi ini soal akurasi data. Parah! Sumpah jangan pakai TIX ID!",1,negative
"Bagus, lancar, mempermudah, banyak bonus",5,positive
bad conection,2,negative
Memudahkan pembelian tiket bioskop,5,positive
ntapp,5,negative
Goodd,5,positive
does its job,5,positive
good,5,positive
Bagus anjir,5,positive
It is helpful,5,positive
ILYSM,5,positive
Very useful application..,5,positive
Sangat membantu,5,positive
Simple tapi pasten 👍,5,positive
Terima kasih aplikasi yang memudahkan,5,positive
Loyaltix point tidak bisa di gunakan sama sekali. Jadi untuk apa ada loyaltix point?,1,negative
Mantap,5,positive
Error mulu anj aplikasi tolol,1,negative
"Informasi lebih baik daripada aplikasi milik bioskopnya sendiri, pembayaran dengan DANA sangat mudah sekali tinggal satu kali klik saja",5,positive
Good application ⭐⭐⭐⭐⭐,5,positive
Nice,5,positive
"mudah, cepat",5,positive
"Ui mudah, pembayaran mudah. Mantap",5,positive
"Helpful, thankyou",5,positive
"Banyak promonya,ya intinya recommended",5,positive
Hobi REFUND!,1,negative
"Been a member since day one, one of the best cinema ticketing in the market. Please continue to grow and make better services. And don't forget to reward your loyal members.",5,positive
Good,5,positive
Kereen seamless proses beli tiket,5,positive
Mau nanya tix id udah gabisa beli xxi ya,5,negative
"loyaltix ny belum bisa dipake, poin gw dh mau hangus ni🙄",3,negative
"Setelah di update sekarang abis pilih kursi akan keluar pemberitahun tentang jaga bioskop aman dan sehat. Pemberitahuannya gabisa di dismiss yang mengakibatkan aplikasi gabisa dipencet apa apa dan transaksi jadi tidak bisa dilakukan. Tolong dong diperbaiki, hal ini sangat menghambat dan tidak efisien!!",2,negative
"Bagus, aplikasi berjalan dg lancar. Pertahankan",5,positive
Lot of bug... can't open the entire menu. Can't see the time.,1,negative
Helpfull,5,N/A
"Lemot bgt, down muluu",1,negative
Platform buat war yang enak banget. Prosesnya cepet apalagi kalo bayar pake dana,5,positive
Praktis membooking kursi nonton di bioskop 👍,5,positive
amazing apps,5,positive
Noice,5,positive
Help a lot,5,positive
OKE.,5,positive
"I would give minus stars if possible. To earn loyalty points you must make a purchase within 7 days from the last purchase. The 7-day calculation must be PRECISE to the hour. If you bought 2 movie tickets last Saturday at 10.00, you will not earn loyalty points for this Saturday's purchase made before 10.00 because it is NOT EXACT 7 days yet . The customer care staff suggested to check the hour in purchase notification e-mails. This solution is so NOT customer-centric!",1,negative
Oke oke..aplikasinya,4,negative
Jozz...,5,negative
Gak bisa beli tiket di app ini ternyata ..,2,negative
"Easy to use but.. when I was going to binding the payment with dana, the apps doesn't load/pop-up though my internet connection is stable. Please fix this, then I'll give 5 stars.",1,negative
Useful and easy to use.,5,positive
Top bgt,5,positive
"Simple to use and helpful, thanks",5,positive
"Slowwww so slowwww to open the app, my internet is normal when I open the other booking ticket app",1,negative
Masalah koneksi di beberapa provider kartu jelek sekali,1,negative
"I Can't use my Loyaltix poin. There's a reminder ""2.000 poin anda akan kadaluwarsa pada 29 juni 2022"" so i want to use it but i can't cause it just say ""segera hadir"", so i wanna know when i can use my poin? Thank you, this app help me a lot.",5,negative
Good,5,positive
"Kok no dana harus sesuai hp yg di tix harus nya bisa dirubah, no tix dan hp dana beda badd apps👇",1,negative
Kalo pake tix id jadi lebih gampang nonton flim,5,positive
Awesome,5,positive
Semoga servernya lancar teruss,5,positive
"I can't agree with Rp4000,00 fee.",2,negative
"Udah tau aplikasi dana sering bermasalah, eh dipaksa bayar pake dana, cari kek payment gateway yang lain. padahal aplikasinya udah bagus, dananya engga.",2,negative
"Loyal tix gabisa di aktivasi email, ga ada kode yang masuk. Dah gitu gabisa resend kode setelah 15 menit, tolong diperbaiki bugnya",1,negative
Mantap deh ini aplikasi sangat membantu,5,positive
"good, but I hope that this application can run more smoothly than before.",4,mixed
yayyy banyakin voucher yhhh,5,positive
Less responsive than the previous update,5,negative
"minim promo, payment only via Dana, and if you want to buy tickets in large quantities, you've to spend more money because any admin fee 3000/ ticket",1,negative
"Mbok ya ditambahin metode pembayarannya, sudah banyak lho pilihan yg tersedia",4,positive
Now I don't need to wait in line to watch cinema,5,positive
Knp poin loyalty dari zaman mulai pandemi 2thn lalu belum bisa diredeem & ditukar voucher?!?!,2,negative
Mudah dan enak dipakai,5,positive
Tempat paling bagus buat beli tiket film,5,positive
nice apps,5,positive
Can you add flix cinema,4,mixed
"Stupid ashole peduli lindungi popup,cant buy ticket,fak youuu,goddamn!",1,negative
booking fee 4000 perak!!! keterlaluan 👎👎👎💩💩💩,1,negative
Very very mantul app,5,positive
"Loyalty point nya gak bisa dipakai terus, terus gunanya buat apa?. Tolong dong jangan pelit pelit. Saatnya give back ke pemakai aplikasimu yg loyal.",3,negative
"Transaksi pembayaran tolong tambahkan opsi, selain Dana",3,mixed
Ok,5,positive
Mantappu djiwaaaaaaaa😘😘😘😘😘,5,positive
bikin acu nonton jjk lopyu,5,negative
Mantap lebih mudah klo pesan tiket nonton,5,positive
Nice,5,positive
Simple and easy to use.,5,positive
"keren, aku jadi bisa pesen tiket bioskop favorit aku, makasih ya tix id",5,positive
Mantap anjayyy,5,positive
Intuitive n good design ui.,5,positive
"Dasar aneh, cuma ada tiket studio XXI di banjarmasin, bioskop lain ada kalee.. Studio XXI paling mahal tidak bermutu",1,negative
baik kan aku hehehehehehehehehehehek,5,positive
Booking tiket lebih praktis,5,positive
Aplikasi tiba tiba tidak bisa dibuka!! Stuck di logo TIX!,1,negative
Sangat membantu,5,positive
Good kurang in taxnya aja😁,5,positive
Very simple and easy to use. Connect to Dana for payment.,5,positive
"wdym nomor handphone sudah terdaftar?? belum pernah pake ni app, mau daftar gabisa. Please help",2,negative
Tolong pembayaran jangan cuma pakai Dana. Servernya lemot sekali.,1,negative
The Peduli Lindungi pop-up message made me unable to click anywhere when I tried to book tickets. Please fix this asap,1,negative
Ok,5,positive
"thanks for giving an immediate solution, back when it was December 2021 on ""tickets refunding."" Appreciate the hospitality. 😊",5,positive
"Tidak ada benefit apa2, biaya lbh mahal. Lbh baik pakai aplikasi xxi atau cgv.",1,negative
Great app,4,positive
mantapp 👍👍👍,5,positive
Good..easy..friendly..,5,positive
Menunjang mobilitas,5,positive
"Okedeh, yok voucher nya yok",5,negative
"dear tix id, please add an option of payment methods using ovo, linkaja, or gopay so that we customers can choose the payment application that we want. i hope you pay attention to this advice. thankyou. your loyal customer, kus",1,negative
aplikasinya bagus banget praktis. cuman yang masih kurang menurut saya cuman menu pembayarannya aja sih kura variatif,4,positive
Nice,5,positive
Sukaaaa,5,positive
"Hi, i gave 3 stars ever since LOYALTIX can't be used. Please do your work team!",3,negative
"saran , lebih baik tulisan ""layar disini"" ditaruh diatas saja.Takutnya kalau dibawah tidak kelihatan dan malah jadi salah pesan...",1,mixed
This application make me easy to order the ticket. Because i do not need to que with my baby boy.,5,positive
good,5,positive
Naicee,5,positive
"Aplikasi ngak bisa di pakai, pilih rinkasan ticket, abis itu hang, benar ngak berguna setelah upade",1,negative
Nice and fast tp reservation,5,positive
Notif klo ada film baru... nice!,5,positive
"Mantap, gak ribet",5,positive
Point loyal tix hangus semua 😂 sayang bgt gaisss,2,negative
Ok,5,positive
Keren,5,positive
Good,5,N/A
Great application and easy to used,5,positive
"Cukup oke, belakangan jarang promo",4,mixed
Ok,4,positive
"Please untuk pembayarannya jangan cuma via dana aja, terima kasih.",1,positive
"Really helped me booked on tickets in my busy times, easy to use and overall great service",4,positive
Good apps,5,positive
Ease to used and can you add more options for payment? It would be great 🥰🥰,5,positive
Useful,5,positive
Ok,5,positive
Fast and easy to use..,5,positive
Main sini,5,negative
Ada sistem point tapi tidak bisa digunakan karna tidak ada yang bisa ditukar dan ada waktu expirednya. Lalu fungsi point ini buat apa,3,negative
Karena cuma bisa pakai Dana,1,negative
suka nih gue,5,positive
Good,5,positive
Nice app,5,positive
Tambah dong fitur darkmode,5,negative
"Point tix can not use for everything. So what for that if i can't use to buy ticket or anything, until expired not used it. Kalo ada bintang setengah, bakal.gue pencet tuh bintang.",1,negative
No more movies pop up again??,1,negative
aplikasi booking tiket yang mantep👍👍👍,5,positive
Good and very helpful app,5,positive
Easy to use. UI UX user friendly!,5,positive
Easy and fast,5,positive
Great app,5,positive
Best,5,positive
Helpful apps but please consider to lower the fee for ticket purchase,5,negative
Cool app,5,positive
Ez life to watching movie,5,positive
"ntapss, suka kalo lagi ada promo gede hehehe",5,positive
Keren,5,positive
Bikin promo yg bener blok,1,negative
Sudah jarang ada promo menarik. Rate 1.,1,negative
Bagus,4,positive
"Maaf ye bintang 1, punya poin gaberguna bgt. tix ngapain launch loyaltix klo emg belum ready. Percuma ini poin hangus terus karena gak tau mau diapain.",1,negative
Gooddd,5,positive
Really tired of the update,3,negative
Nice app,5,positive
App yg membantu memudahkan pesan tiket,5,positive
best app movie,5,positive
"Easy to use, cheap tickets",5,positive
So far So Good,5,positive
Nice apps! Love it!,5,positive
Good application,5,positive
"Easy to use, clean look, sufficient feature.",5,positive
"Beli tiket ga perlu antri, proses pemesanan, pembayaran & penukaran tiket sangat mudah. Suka bgt sih pake app ini!♥️",5,positive
Ok,5,positive
Good,5,positive
Simply beautiful! Easy user experience too,5,positive
I like it very much. It's very easy to use. Friendly UI Payment method works so fine. I always use this. I preferred this app to others,5,positive
Easy to use & booking,5,positive
Josss,5,negative
Please update the payment with instant dana payment,4,negative
"Aplikasi yg mantap, no ribet...",4,positive
praktisssss,5,positive
"Tiket direfund 1 hari sebelum penayangan, bahkan refund nya tengah malam ketika tidur",1,negative
"Bagus bgt aplikasi ini , good job tix id, suggest tambah informasi utk kursi yg abu"", krn kupikir itu ud booked, rupanya prokes",5,positive
Bagus dan praktis. Cuma tolong dong untuk jadwal keesokan harinya lebih di update lagi. Biar lebih praktis klo mau beli tiket buat nonton keesokan harinya.,4,positive
Mantoel,5,mixed
"Why cant open apps, always loading... What happend ?",3,negative
Kalau bisa fee tambahannya jgn pertiket tp pertransaksi aja hehe lebih masuk di akal...,3,negative
Good,5,positive
"Lumayan utk pengganti Mtix. Apps yg simple & friendly terutama kerjasama dgn Dana. Pilihan studio beraga mulai dari CGV, Cinepolis, & XX1. Walaupun utk booking film di H-1 XX1 tdk tersedia dibanding studio lain, jadi harus H+1 kecuali pre-sale. Utk reedem point semoga ada fiturnya, karena uda koleksi point banyak. Trims",4,positive
Aplikasi bagus tp sebaiknya biaya layanan free,4,mixed
Good,5,N/A
"Ribet, aplikasi paling ribet ga flebel jika lupa pin",5,negative
"Bagus, tapi kadang tidak up to date sering harus pesen tiket dihari H",4,mixed
"Nice, easy to use application.",5,positive
Nice,5,positive
Amazing,5,positive
Awesome,5,positive
Its a good app but when I want to buy tickets theres only one way soo... Pls add more like gopay or ovo.thankyou,2,positive
pengalaman buruk menggunakan tix id,1,negative
"easy to use, no need to worry where to sit after arrived to the cinema",5,positive
Sering menggunakan sampai point 30000 tapi point tidak bisa dibuat apa apa sampai hangus ..huuufffttt,1,negative
Ok,5,positive
ok,5,positive
Di kasih voucher discount donk,5,negative
Use full application,5,positive
Mantap,5,positive
Barakallahufik,5,positive
gosddd,5,negative
mohon tambah metode pembayarannya,1,negative
so far so good,4,positive
Keren,4,positive
Very helpful,5,positive
good mwah,5,positive
Lebih enak lagi kalau bisa pakai berbagai macam e-wallet untuk pembayaran,4,mixed
"I dont and wont have DANA, and can't make payment",1,negative
"Mempermudah, tanpa Antri 👍👍",5,positive
menghemat waktu dan tenaga tanpa mengantri,5,positive
Ok sih untuk saat ini,5,mixed
Simple,5,mixed
Good application,5,positive
Good,4,positive
REFUND REFUND REFUND,1,negative
Nice!! Super App!,5,positive
Good app,5,positive
Poin loyaltix ga bisa dipakai,3,negative
"Untuk layout seat, terkesan ada pembatasan jarak, namun saat sampai di bioskop ternyata tidak pembatasan jarak. Saat komplain ke pihak bioskop, dibilangnya TixID yang seharusnya info ke customer (bahwa tidak ada pembatasan jarak) . Saat komplain ke pihak TIXID, katanya kita beli tiket itu sudah harus siap dengan semua kondisi di bioskop (cth: beli tiket krn percaya ada pembatasan jarak, eh sampai bioskop kanan kiri full tidak dibatasi jarak). Sip kalau begitu.",1,negative
